"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.TranscriptionTexts","Approve","Reject"
"3HFWPF5AK8I97SSRUK4JK61I42VS35","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:05 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:05 PDT 2015","","","3EF8EXOTT1UML6TGAOMOTWQIWQX1JD","A1P7U2ULSAE7YL","Submitted","Tue Oct 06 17:08:34 PDT 2015","Tue Oct 06 17:13:21 PDT 2015","Wed Oct 07 05:13:21 PDT 2015","","","","287","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0106.gif","take four block
start placing from the second row
place one block in the first column of second row
place the other three below the first one in the same column
take two blocks
place them in the second and third column in the second row
take four blocks
place them in the fourth column and in the second row one by one"
"3BAWBGQGYKY703AIQRCE8AX588B7VU","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:05 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:05 PDT 2015","","","3QECW5O0KH0FNRQ4N524YSQ86BQT5V","A3NKM6RL2KVUB6","Submitted","Tue Oct 06 19:34:49 PDT 2015","Tue Oct 06 19:38:07 PDT 2015","Wed Oct 07 07:38:07 PDT 2015","","","","198","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0108.gif","Form a tight square with four blocks.
Join 3 blocks to the back row of the square.
Place 3 blocks behind the 3rd block in the row formed in previous step."
"3LEG2HW4UEMBI5RMK0QFUXDB9Y12FL","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:06 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:06 PDT 2015","","","35BLDD71I6WS7XEIZO9ZOELO4SMZVQ","A2V1T71IR4W2LM","Submitted","Tue Oct 06 17:28:44 PDT 2015","Tue Oct 06 17:36:35 PDT 2015","Wed Oct 07 05:36:35 PDT 2015","","","","471","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0111.gif","Starting at the left hand side, skip the first row (no blocks)
In the second row skip the 1st space and place one bock in the 2nd column
In the third row skip the 1st space and place one block in the 2nd column
In the fourth row, starting on the far left, place four blocks in a row
In the fifth row, starting on the far left, place four blocks in a row"
"3SU800BH85RHT6QXH0BFCFCHZRUUQQ","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:06 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:06 PDT 2015","","","3TE3O857307A8FUP1XVB06MEYG22RQ","A3EQYMOLG133QS","Submitted","Tue Oct 06 19:35:06 PDT 2015","Tue Oct 06 19:38:14 PDT 2015","Wed Oct 07 07:38:14 PDT 2015","","","","188","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0112.gif","Place four blocks top to bottom on the 4th column.
Place three blocks each on the 2nd and 4th rows from left to right."
"3ICOHX7ENBACGHOCA22VTRZW0Z30EI","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:06 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:06 PDT 2015","","","3DBQWDE4Y6XHSELKQ9GSPTKGHRE5NC","A1KHYIU6KU4QCH","Submitted","Tue Oct 06 18:18:32 PDT 2015","Tue Oct 06 18:20:26 PDT 2015","Wed Oct 07 06:20:26 PDT 2015","","","","114","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0126.gif","Place five blocks in a horizontal row.
Place three blocks directly below the right-most block in the row, creating a vertical column of four blocks.
Place two blocks to the left of the bottom two blocks in the vertical line, so that it forms a small square."
"3QI9WAYOGPA84BF9DM2HR9D2ETXS6B","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:07 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:07 PDT 2015","","","374TNBHA8BU0XZ8WH3D64KDEH7SQYN","A21UA6O7ZFAIQJ","Submitted","Tue Oct 06 18:03:08 PDT 2015","Tue Oct 06 18:07:25 PDT 2015","Wed Oct 07 06:07:25 PDT 2015","","","","257","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0131.gif","Make an invisible grid four (4) squares wide by five (5) squares tall.
Label the squares numerically from left to right, staring with 1 in the top left corner and ending with 20 in the bottom right corner.
Darken the squares with the following values: 2, 3, 6, 10, 14, 16, 17, 18, 19, 20."
"36U4VBVNQNCH575XUF0FH5MMVDWURR","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:07 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:07 PDT 2015","","","39ZSFO5CA8V2U3KECCW84YVF7QUUJB","A3EQYMOLG133QS","Submitted","Tue Oct 06 19:58:27 PDT 2015","Tue Oct 06 20:01:02 PDT 2015","Wed Oct 07 08:01:02 PDT 2015","","","","155","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0144.gif","Place three blocks on the 1st row from 3rd to 5th column.
Place two blocks below the right end block one below the other.
Place five blocks on the 4th row."
"3YD0MU1NC10N8F7KFWLICNJSNYAA7W","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:07 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:07 PDT 2015","","","3PZDLQMM0TK62D56J05GBBNSYC3C2S","A1OFS99W7B2RET","Submitted","Tue Oct 06 17:12:38 PDT 2015","Tue Oct 06 17:14:18 PDT 2015","Wed Oct 07 05:14:18 PDT 2015","","","","100","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0150.gif","On the bottom row place blocks on the first, third, and fourth spots
On the next row place blocks on all four spots then stack up three more blocks on the fourth spot upward."
"3GS542CVJUMUGSJWZXSLI8UCQAX59X","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:08 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:08 PDT 2015","","","34PGFRQONOAFM79J7CB9MMGCS66JW0","A3EQYMOLG133QS","Submitted","Tue Oct 06 20:06:34 PDT 2015","Tue Oct 06 20:07:15 PDT 2015","Wed Oct 07 08:07:15 PDT 2015","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0154.gif","Place five blocks each on the 4th and 5th rows."
"3YLTXLH3DE5RO8JYHOPRTVXH0N6HPL","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:08 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:08 PDT 2015","","","3R2UR8A0IAF8CI56XUZ0W1B502MOXH","A3EQYMOLG133QS","Submitted","Tue Oct 06 20:05:06 PDT 2015","Tue Oct 06 20:06:21 PDT 2015","Wed Oct 07 08:06:21 PDT 2015","","","","75","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0164.gif","Place one block on the 3rd row.
Place five blocks on the 4th row.
Place four blocks on the 5th row."
"3XUSYT70IS07OBACE7RBN9HB0N1D01","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:08 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:08 PDT 2015","","","3HYA4D452RID5PPGA2VHJH8VVSU2FY","A3EQYMOLG133QS","Submitted","Tue Oct 06 20:03:21 PDT 2015","Tue Oct 06 20:05:05 PDT 2015","Wed Oct 07 08:05:05 PDT 2015","","","","104","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0175.gif","Place five blocks horizontally.
Place three blocks vertically below the right end block.
Place one block to the left of bottom end block.
Place one block below the last placed block."
"3B623HUYJ3PV8PYX61ZFBN9TKONS8X","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:09 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:09 PDT 2015","","","3TMSXRD2X6Z8RQTFHN53IMKQYM51W7","A14L5H62YUMNKM","Submitted","Tue Oct 06 16:56:25 PDT 2015","Tue Oct 06 16:57:51 PDT 2015","Wed Oct 07 04:57:51 PDT 2015","","","","86","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0183.gif","Place one down
Place one below
Place one below
Place one below
Place one to the left
Place one above
Place one to the left
Place one to the left
Place one below
Place one to the left"
"3JVP4ZJHDOROWMQY6LSME6XOSSA0IR","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:09 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:09 PDT 2015","","","3D3VGR7TA0EZTXQ85X9GJGR64SH3RD","A1KHYIU6KU4QCH","Submitted","Tue Oct 06 18:24:20 PDT 2015","Tue Oct 06 18:28:19 PDT 2015","Wed Oct 07 06:28:19 PDT 2015","","","","239","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0188.gif","Place three blocks in a vertical column.
Place three blocks directly to the right of the top block, creating a horizontal row of four blocks.
Place a block directly to the right of the second block in the vertical column.
Place a block directly below the last block in the horizontal row of four blocks.
Place two blocks directly above the second block in the horizontal row of four blocks, so that it creates a vertical column of four blocks."
"3511RHPADUDEMHI3L18EQIQ3IM2LRN","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:09 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:09 PDT 2015","","","3VJ40NV2QIM1V1WMSKY37YQZN6RTOW","A3DI3U61BD56J0","Submitted","Tue Oct 06 19:15:49 PDT 2015","Tue Oct 06 19:18:39 PDT 2015","Wed Oct 07 07:18:39 PDT 2015","","","","170","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0193.gif","Start by placing five block next to each other
Place another four blocks on the first row, leaving the fifth block on the far right empty
Place one block on the third blocks from the left, there are two now and there will be three once you place the last block"
"3T2EL38U0LJ9AAKSM5M2WMBLT9BXQL","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:09 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:09 PDT 2015","","","3WMOAN2SRBWYQ80ZW0Y5TREFUFONV9","AS68QSR9OKM0N","Submitted","Tue Oct 06 18:28:37 PDT 2015","Tue Oct 06 18:31:40 PDT 2015","Wed Oct 07 06:31:40 PDT 2015","","","","183","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0196.gif","In the second row from the bottom place black blocks all across side by side so you have 5 blocks spanning the second row from the bottom and filling that row across. Then place one block atop the second from the right column(you are now in the 3rd row from bottom). Then place 3 blocks, one in each of the 3 middle columns(now in 4th row from bottom). Finally in the top row place one block in the second from right column."
"3EPG8DX9LJPF8FZ3GMOI4YURVEG5PT","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:09 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:09 PDT 2015","","","3X73LLYYQ1DT875FRBH1EQN6MZVNHZ","A13DCM20A9CERJ","Submitted","Tue Oct 06 16:31:59 PDT 2015","Tue Oct 06 16:33:30 PDT 2015","Wed Oct 07 04:33:30 PDT 2015","","","","91","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0197.gif","Start by placing blocks in the top left corner placing 5 on the top row all the way to the top right corner. On block right of the center add three blocks below. From the corner add two blocks below."
"3PN6H8C9R3P3PO8U69O4CFTO99DADP","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:10 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:10 PDT 2015","","","3K5TEWLKGVA6C7P8ZKLDOJIY8FCIV4","A3CPPBPJ602FG1","Submitted","Tue Oct 06 16:39:44 PDT 2015","Tue Oct 06 16:44:22 PDT 2015","Wed Oct 07 04:44:22 PDT 2015","","","","278","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0199.gif","Put 5 black boxes going across from right to left.  Put 3 additional blocks in the block in the 1st space (all the way to the left.)  Count to the 4th black block to the right and add an additional block on top of it.  Go to the 5th black block (all the way to the right) and add an additional block on to it."
